Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
347,0,2,9,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Information​ ​Systems Specialization,https://www.coursera.org/specializations/information-systems
348,1,2,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",IBM AI Enterprise Workflow Specialization,https://www.coursera.org/specializations/ibm-ai-workflow
349,1,4,9,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Programming in C++: A Hands-on Introduction Specialization,https://www.coursera.org/specializations/hands-on-cpp
350,1,3,7,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,The Teacher and Social and Emotional Learning (SEL) Specialization,https://www.coursera.org/specializations/teacher-sel
351,1,2,0,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Business English Specialization,https://www.coursera.org/specializations/english-for-business
352,0,3,6,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Value-Based Care Specialization,https://www.coursera.org/specializations/value-based-care
353,0,1,4,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Marketing with TikTok Specialization,https://www.coursera.org/specializations/marketing-with-tiktok
354,0,3,0,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Vital Skills for Data Science Specialization,https://www.coursera.org/specializations/vital-skills-for-data-science
355,0,4,2,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Building Cloud Computing Solutions at Scale Specialization,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale
356,1,4,5,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",International Marketing & Cross Industry Growth  Specialization,https://www.coursera.org/specializations/international-marketing
357,1,1,3,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Building No-Code Apps with AppSheet Specialization,https://www.coursera.org/specializations/building-no-code-apps-with-appsheet
358,0,3,7,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",CAD and Digital Manufacturing Specialization,https://www.coursera.org/specializations/cad-design-digital-manufacturing
359,1,4,0,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Palliative Care: It's Not Just Hospice Anymore Specialization,https://www.coursera.org/specializations/palliative-care
360,1,4,1,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Plant Bioinformatic Methods Specialization,https://www.coursera.org/specializations/plant-bioinformatic-methods
361,1,2,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",3D Printing and Additive Manufacturing Specialization,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
362,1,4,6,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Implementación del Marketing Mix Specialization,https://www.coursera.org/specializations/implementacion-marketing-mix
363,1,4,5,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Learn English: Advanced Grammar and Punctuation Specialization,https://www.coursera.org/specializations/advanced-grammar-punctuation
364,1,2,6,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Leverage Data Science for a More Agile Supply Chain Specialization,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain
365,0,1,6,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Art for Games  Specialization,https://www.coursera.org/specializations/art-for-games
366,0,3,3,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Getting Started with Google Workspace en Español Specialization,https://www.coursera.org/specializations/getting-started-with-google-workspace-es
367,1,4,2,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Career Self-Management Training and Certification Specialization,https://www.coursera.org/specializations/career-brand-management
368,0,3,1,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Introduction to Scripting in Python Specialization,https://www.coursera.org/specializations/introduction-scripting-in-python
369,1,2,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Market Research Specialization,https://www.coursera.org/specializations/market-research-market-research
370,0,2,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Administración de Proyectos: Principios Básicos Specialization,https://www.coursera.org/specializations/administracion-proyectos
371,0,3,5,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,AI in Healthcare Specialization,https://www.coursera.org/specializations/ai-healthcare
372,1,1,1,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",The Art of Sales: Mastering the Selling Process Specialization,https://www.coursera.org/specializations/the-art-of-sales-mastering-the-selling-process
373,1,2,9,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Self-Driving Cars Specialization,https://www.coursera.org/specializations/self-driving-cars
374,1,2,3,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Anatomy Specialization,https://www.coursera.org/specializations/anatomy
375,1,3,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Learn English: Beginning Grammar Specialization,https://www.coursera.org/specializations/learn-english-beginning-grammar
376,0,3,7,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,IELTS Preparation Specialization,https://www.coursera.org/specializations/ielts-preparation
377,1,4,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Modern Robotics:  Mechanics, Planning, and Control Specialization",https://www.coursera.org/specializations/modernrobotics
378,0,4,1,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Extended Reality for Everybody Specialization,https://www.coursera.org/specializations/extended-reality-for-everybody
379,1,2,2,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Algebra: Elementary to Advanced Specialization,https://www.coursera.org/specializations/algebra-elementary-to-advanced
380,1,2,2,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Business and Marketing Strategies Specialization,https://www.coursera.org/specializations/uol-business-and-marketing-strategies
381,0,3,4,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Digital Technologies and the Future of Manufacturing  Specialization,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing
382,0,1,1,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Web3 and Blockchain in Global Commerce Specialization,https://www.coursera.org/specializations/web3-blockchain-global-commerce
383,1,2,8,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Fundraising and Development Specialization,https://www.coursera.org/specializations/fundraising-development
384,0,1,5,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Become a Sustainable Business Change Agent Specialization,https://www.coursera.org/specializations/sustainable-business-change-agent
385,0,3,3,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Interviewing and Resume Writing in English Specialization,https://www.coursera.org/specializations/english-interview-resume
386,1,3,4,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Learn Mandarin Chinese Specialization,https://www.coursera.org/specializations/learn-mandarin
387,0,3,1,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Newborn Baby Care Specialization,https://www.coursera.org/specializations/newborn-baby-care
388,0,3,1,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,商务基础 (中文版) Specialization,https://www.coursera.org/specializations/wharton-shangwu-jichu
389,1,4,4,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Scrum Master Certification Specialization,https://www.coursera.org/specializations/learnquest-certified-scrum-master
390,0,3,0,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Programming with Google Go Specialization,https://www.coursera.org/specializations/google-golang
391,0,2,8,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Sports Performance Analytics Specialization,https://www.coursera.org/specializations/sports-analytics
392,1,4,3,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Learn Spanish: Basic Spanish Vocabulary Specialization,https://www.coursera.org/specializations/learn-spanish
393,0,3,5,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Blockchain Revolution Specialization,https://www.coursera.org/specializations/blockchain-revolution-enterprise
394,0,3,6,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Creating Business Value with Data and Looker Specialization,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker
395,0,3,0,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",TOEFL Preparation Specialization,https://www.coursera.org/specializations/toefl-preparation
396,0,4,0,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Foundations of Public Health Practice Specialization,https://www.coursera.org/specializations/foundations-public-health-practice
397,0,2,2,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Computational Social Science Specialization,https://www.coursera.org/specializations/computational-social-science-ucdavis
398,0,2,5,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication","Energy Production, Distribution & Safety Specialization",https://www.coursera.org/specializations/energy-industry
399,1,1,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Digitalisation in Aeronautics and Space Specialization,https://www.coursera.org/specializations/aerospace
400,0,1,4,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introducción a la inteligencia artificial Specialization,https://www.coursera.org/specializations/inteligencia-artificial
401,1,4,4,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Digital Health Specialization,https://www.coursera.org/specializations/digitalhealth
402,1,2,5,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Sales Operations/Management Specialization,https://www.coursera.org/specializations/sales-operations
403,1,1,7,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,The Art of Visual Storytelling Specialization,https://www.coursera.org/specializations/the-art-of-visual-storytelling
404,1,1,2,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Advanced Leadership Skills for the 21st Century Specialization,https://www.coursera.org/specializations/advanced-leadership-skills
405,0,1,8,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Advanced Embedded Linux Development Specialization,https://www.coursera.org/specializations/advanced-embedded-linux-development
406,1,1,8,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Strategic Thinking for Everyone Specialization,https://www.coursera.org/specializations/strategicthinkingforeveryone
407,0,4,5,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Professional Selling: 3 Steps to High-Performance Specialization,https://www.coursera.org/specializations/professionalselling
408,1,4,8,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,GPU Programming Specialization,https://www.coursera.org/specializations/gpu-programming
409,0,4,0,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Healthy and Sustainable Foods and Products Specialization,https://www.coursera.org/specializations/healthy-sustainable-foods-products
410,1,4,1,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Communication For Everyone  Specialization,https://www.coursera.org/specializations/communicationforeveryone
411,0,3,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Principles of Leadership: Leading Technical Teams Specialization,https://www.coursera.org/specializations/principles-of-leadership-leading-technical-teams
412,1,4,3,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",https://www.coursera.org/specializations/dei-for-organizational-leaders
413,1,4,0,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Home-Based Child Care Specialization,https://www.coursera.org/specializations/home-based-child-care
414,0,3,2,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Deep Learning for Healthcare Specialization,https://www.coursera.org/specializations/deep-learning-healthcare
415,1,1,0,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Data Analytics Professional Certificate,https://www.coursera.org/professional-certificates/google-data-analytics
416,0,2,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Project Management: Professional Certificate,https://www.coursera.org/professional-certificates/google-project-management
417,1,3,3,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",IBM Data Science Professional Certificate,https://www.coursera.org/professional-certificates/ibm-data-science
418,1,2,8,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google UX Design Professional Certificate,https://www.coursera.org/professional-certificates/google-ux-design
419,1,4,5,it and environment,Part-time,Software Development,"Python,Java,data structures",software engineer,Google IT Support Professional Certificate,https://www.coursera.org/professional-certificates/google-it-support
420,1,1,3,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,IBM Data Analyst Professional Certificate,https://www.coursera.org/professional-certificates/ibm-data-analyst
421,1,3,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Google Digital Marketing & E-commerce Professional Certificate,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
422,0,2,1,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,IBM DevOps and Software Engineering Professional Certificate,https://www.coursera.org/professional-certificates/devops-and-software-engineering
423,1,2,7,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",IBM Full Stack Software Developer Professional Certificate,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
424,0,4,6,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",IBM Data Engineering Professional Certificate,https://www.coursera.org/professional-certificates/ibm-data-engineer
425,1,1,4,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",IBM Data Analytics with Excel and R Professional Certificate,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
426,0,4,3,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",IBM Cybersecurity Analyst Professional Certificate,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
427,1,4,6,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Google Advanced Data Analytics Professional Certificate,https://www.coursera.org/professional-certificates/google-advanced-data-analytics
428,0,2,6,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",IBM Back-End Development Professional Certificate,https://www.coursera.org/professional-certificates/ibm-backend-development
429,1,4,3,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,IBM Applied AI Professional Certificate,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
430,1,1,2,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Meta Front-End Developer Professional Certificate,https://www.coursera.org/professional-certificates/meta-front-end-developer
431,1,2,6,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",IBM IT Support  Professional Certificate,https://www.coursera.org/professional-certificates/ibm-technical-support
432,0,1,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google IT Automation with Python Professional Certificate,https://www.coursera.org/professional-certificates/google-it-automation
433,1,3,9,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",IBM Data Warehouse Engineer Professional Certificate,https://www.coursera.org/professional-certificates/data-warehouse-engineering
434,0,1,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",IBM AI Engineering Professional Certificate,https://www.coursera.org/professional-certificates/ai-engineer
435,0,2,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,IBM Applied DevOps Engineering Professional Certificate,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
436,1,1,6,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Meta Social Media Marketing Professional Certificate,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
437,1,2,4,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Intuit Academy Bookkeeping Professional Certificate,https://www.coursera.org/professional-certificates/intuit-bookkeeping
438,1,4,9,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,DeepLearning.AI TensorFlow Developer Professional Certificate,https://www.coursera.org/professional-certificates/tensorflow-in-practice
439,0,4,8,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Meta Back-End Developer Professional Certificate,https://www.coursera.org/professional-certificates/meta-back-end-developer
440,0,1,0,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Meta iOS Developer Professional Certificate,https://www.coursera.org/professional-certificates/meta-ios-developer
441,1,4,8,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Business Intelligence Professional Certificate,https://www.coursera.org/professional-certificates/google-business-intelligence
442,1,4,4,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Meta Android Developer Professional Certificate,https://www.coursera.org/professional-certificates/meta-android-developer
443,1,1,5,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Meta Database Engineer Professional Certificate,https://www.coursera.org/professional-certificates/meta-database-engineer
444,1,3,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Análisis de Datos de Google Professional Certificate,https://www.coursera.org/professional-certificates/analisis-de-datos-de-google
445,1,1,2,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",SAP Technology Consultant  Professional Certificate,https://www.coursera.org/professional-certificates/sap-technology-consultant
446,0,3,1,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Gestión de Proyectos de Google Professional Certificate,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google
447,1,1,6,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,AWS Cloud Solutions Architect  Professional Certificate,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
448,0,2,7,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Arizona State University TESOL Professional Certificate,https://www.coursera.org/professional-certificates/arizona-state-university-tesol
449,1,2,9,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Salesforce Sales Operations Professional Certificate,https://www.coursera.org/professional-certificates/salesforce-sales-operations
450,1,4,3,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Diseño de Experiencia del Usuario (UX) de Google Professional Certificate,https://www.coursera.org/professional-certificates/diseno-de-experiencia-del-usuario-ux-de-google
451,1,2,2,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate
452,0,4,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,https://www.coursera.org/professional-certificates/gcp-data-engineering
453,0,1,2,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,https://www.coursera.org/professional-certificates/gcp-cloud-architect
454,1,4,6,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Google Data Analytics (PT) Professional Certificate,https://www.coursera.org/professional-certificates/analise-de-dados-do-google
455,0,3,6,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
456,0,1,3,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Análise de marketing da Meta Professional Certificate,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
457,1,3,0,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud
458,0,2,3,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,https://www.coursera.org/professional-certificates/google-cloud-developer
459,1,3,0,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate,https://www.coursera.org/professional-certificates/google-cloud-security
460,1,4,1,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate,https://www.coursera.org/professional-certificates/google-cloud-networking
461,1,2,1,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",PwC GST Taxation Executive  Professional Certificate,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive
462,0,3,1,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Salesforce Sales Development Representative Professional Certificate,https://www.coursera.org/professional-certificates/sales-development-representative
463,1,3,2,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",SAS Programmer Professional Certificate,https://www.coursera.org/professional-certificates/sas-programming
464,1,4,0,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Google UX Design (PT) Professional Certificate,https://www.coursera.org/professional-certificates/ux-design-do-google
465,1,4,7,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Google Project Management (PT) Professional Certificate,https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google
466,1,3,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,https://www.coursera.org/professional-certificates/azure-data-scientist
467,0,4,6,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Google Data Analytics Professional Certificate,https://www.coursera.org/professional-certificates/analytique-des-donnees-google
468,1,3,9,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Google Project Management Professional Certificate,https://www.coursera.org/professional-certificates/gestion-de-projet-google
469,1,2,6,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Google データアナリティクス Professional Certificate,https://www.coursera.org/professional-certificates/data-analytics-japanese
470,0,1,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Tally Bookkeeper Professional Certificate,https://www.coursera.org/professional-certificates/tally-bookkeeper
471,0,3,2,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",تحليلات البيانات من Google Professional Certificate,https://www.coursera.org/professional-certificates/google-data-analytics-arabic
472,1,1,2,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",SAS Visual Business Analytics Professional Certificate,https://www.coursera.org/professional-certificates/sas-visual-business-analytics
473,1,1,1,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Google UX Design Professional Certificate,https://www.coursera.org/professional-certificates/conception-ux-google
474,0,4,0,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Palo Alto Networks Cybersecurity Professional Certificate,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals
475,0,1,7,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Google IT Support (Deutsch)  Professional Certificate,https://www.coursera.org/professional-certificates/google-it-de
476,0,1,7,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Google IT Support Professional Certificate,https://www.coursera.org/professional-certificates/support-informatique-google
477,1,2,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Google Project Management (DE) Professional Certificate,https://www.coursera.org/professional-certificates/google-project-management-de
478,1,4,0,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Marketing en redes sociales de Meta Professional Certificate,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook
479,0,3,1,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版 Professional Certificate,https://www.coursera.org/professional-certificates/gcp-data-engineering-jp
480,1,2,6,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Analitik Data Google Professional Certificate,https://www.coursera.org/professional-certificates/analitik-data-google
481,1,1,9,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Google Data Analytics (DE) Professional Certificate,https://www.coursera.org/professional-certificates/google-data-analytics-de
482,1,2,6,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",IBM Machine Learning Professional Certificate,https://www.coursera.org/professional-certificates/ibm-machine-learning
483,1,4,7,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering
484,1,2,1,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",IBM Mainframe Developer Professional Certificate,https://www.coursera.org/professional-certificates/ibm-mainframe-developer
485,0,3,4,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Google Cloud Digital Leader Training Professional Certificate,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
486,1,4,8,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,IBM z/OS Mainframe Practitioner Professional Certificate,https://www.coursera.org/professional-certificates/ibm-z-mainframe
